temperature_2m (°C),precipitation (mm),rain (mm),cloudcover (%),cloudcover_low (%),cloudcover_mid (%),cloudcover_high (%),windspeed_10m (km/h),winddirection_10m (°)
-4.1,0.0,0.0,65.0,67.0,7.0,0.0,4.8,27.0
-4.0,0.0,0.0,65.0,69.0,4.0,1.0,5.1,45.0
-3.9,0.0,0.0,64.0,71.0,0.0,1.0,4.8,42.0
-3.8,0.0,0.0,63.0,67.0,5.0,0.0,5.9,38.0
-4.4,0.0,0.0,72.0,77.0,5.0,0.0,5.7,35.0
-4.3,0.0,0.0,98.0,86.0,17.0,34.0,4.7,32.0
-3.9,0.0,0.0,100.0,84.0,25.0,88.0,4.1,52.0
-4.1,0.0,0.0,100.0,81.0,32.0,89.0,4.5,76.0
-3.4,0.0,0.0,100.0,65.0,66.0,77.0,4.3,95.0
-1.9,0.0,0.0,100.0,53.0,87.0,20.0,4.8,117.0
-0.8,0.0,0.0,78.0,33.0,71.0,18.0,4.8,132.0
0.2,0.0,0.0,89.0,31.0,70.0,64.0,4.7,157.0
0.7,0.0,0.0,100.0,53.0,64.0,91.0,5.8,176.0
1.0,0.0,0.0,100.0,71.0,47.0,82.0,6.2,170.0
1.1,0.0,0.0,100.0,85.0,16.0,85.0,4.8,153.0
1.4,0.0,0.0,100.0,92.0,17.0,94.0,4.7,113.0
1.8,0.0,0.0,100.0,93.0,16.0,94.0,6.0,73.0
1.6,0.0,0.0,100.0,95.0,26.0,98.0,7.4,76.0
1.4,0.0,0.0,100.0,87.0,25.0,96.0,7.2,72.0
1.1,0.0,0.0,100.0,78.0,60.0,99.0,7.9,74.0
1.1,0.0,0.0,100.0,69.0,75.0,98.0,6.7,74.0
1.2,0.0,0.0,100.0,76.0,93.0,97.0,5.7,55.0
1.2,0.0,0.0,100.0,78.0,100.0,98.0,6.9,62.0
1.5,0.2,0.2,100.0,84.0,100.0,98.0,6.4,52.0
1.3,0.3,0.3,100.0,84.0,100.0,98.0,6.4,38.0
1.4,0.3,0.3,100.0,94.0,100.0,99.0,6.5,34.0
1.4,0.4,0.4,100.0,100.0,100.0,97.0,6.6,29.0
1.3,0.4,0.4,100.0,100.0,100.0,99.0,6.0,17.0
0.8,0.4,0.4,100.0,99.0,98.0,96.0,6.9,354.0
1.0,0.5,0.5,100.0,100.0,100.0,97.0,8.7,330.0
1.0,0.6,0.5,100.0,100.0,100.0,97.0,12.8,322.0
1.0,0.6,0.3,100.0,100.0,100.0,99.0,13.5,326.0
1.0,0.5,0.0,100.0,98.0,99.0,94.0,12.8,328.0
1.1,0.5,0.1,100.0,98.0,100.0,60.0,14.4,328.0
0.9,0.4,0.2,100.0,89.0,100.0,31.0,10.5,311.0
0.8,0.3,0.2,100.0,69.0,100.0,34.0,12.8,308.0
0.8,0.2,0.1,100.0,65.0,100.0,44.0,14.1,310.0
0.8,0.0,0.0,100.0,39.0,95.0,99.0,14.5,312.0
0.3,0.0,0.0,100.0,22.0,100.0,100.0,13.6,307.0
-0.3,0.0,0.0,92.0,2.0,100.0,100.0,13.5,304.0
-1.3,0.0,0.0,100.0,18.0,100.0,100.0,11.7,304.0
-2.0,0.0,0.0,90.0,0.0,100.0,100.0,13.3,303.0
-2.5,0.0,0.0,86.0,0.0,95.0,97.0,14.8,309.0
-3.1,0.0,0.0,49.0,0.0,37.0,89.0,14.8,311.0
-3.6,0.0,0.0,23.0,0.0,22.0,32.0,15.6,322.0
-4.9,0.0,0.0,35.0,0.0,31.0,54.0,13.3,319.0
-5.3,0.0,0.0,8.0,0.0,0.0,26.0,13.2,315.0
-5.6,0.0,0.0,6.0,0.0,0.0,19.0,12.3,310.0
-6.1,0.0,0.0,0.0,0.0,0.0,0.0,12.2,304.0
-6.3,0.0,0.0,0.0,0.0,0.0,0.0,14.6,310.0
-6.7,0.0,0.0,0.0,0.0,0.0,0.0,14.5,314.0
-6.9,0.0,0.0,1.0,0.0,0.0,3.0,13.5,318.0
-7.9,0.0,0.0,0.0,0.0,0.0,0.0,9.8,324.0
-8.0,0.0,0.0,0.0,0.0,0.0,0.0,8.2,311.0
-8.0,0.0,0.0,0.0,0.0,0.0,0.0,10.8,296.0
-7.6,0.0,0.0,0.0,0.0,0.0,0.0,12.7,299.0
-6.6,0.0,0.0,0.0,0.0,0.0,0.0,12.7,299.0
-4.0,0.0,0.0,0.0,0.0,0.0,0.0,14.2,306.0
-2.8,0.0,0.0,0.0,0.0,0.0,0.0,16.6,309.0
-1.8,0.0,0.0,0.0,0.0,0.0,0.0,18.4,309.0
-1.3,0.0,0.0,1.0,1.0,0.0,0.0,18.7,308.0
-0.7,0.0,0.0,0.0,0.0,0.0,0.0,17.5,307.0
-0.2,0.0,0.0,1.0,1.0,0.0,0.0,16.0,306.0
-0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.9,304.0
-1.2,0.0,0.0,0.0,0.0,0.0,0.0,8.1,315.0
-1.9,0.0,0.0,1.0,1.0,0.0,0.0,6.9,298.0
-2.3,0.0,0.0,9.0,10.0,0.0,0.0,7.4,293.0
-2.7,0.0,0.0,14.0,15.0,0.0,0.0,7.4,293.0
-2.9,0.0,0.0,13.0,14.0,0.0,0.0,8.4,295.0
-3.7,0.0,0.0,11.0,12.0,0.0,0.0,8.8,289.0
-3.9,0.0,0.0,3.0,3.0,0.0,0.0,8.1,283.0
-4.0,0.0,0.0,4.0,4.0,0.0,0.0,7.3,259.0
-4.4,0.0,0.0,0.0,0.0,0.0,0.0,7.2,243.0
-4.9,0.0,0.0,0.0,0.0,0.0,0.0,7.2,243.0
-4.9,0.0,0.0,0.0,0.0,0.0,0.0,6.8,252.0
-5.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,252.0
-6.2,0.0,0.0,0.0,0.0,0.0,0.0,9.3,257.0
-6.3,0.0,0.0,7.0,0.0,0.0,24.0,9.1,252.0
-6.0,0.0,0.0,7.0,0.0,0.0,24.0,8.9,249.0
-5.7,0.0,0.0,16.0,0.0,0.0,53.0,9.3,254.0
-4.0,0.0,0.0,25.0,0.0,0.0,84.0,10.1,253.0
-1.6,0.0,0.0,30.0,0.0,5.0,90.0,12.1,260.0
-0.4,0.0,0.0,24.0,0.0,1.0,79.0,12.7,263.0
0.7,0.0,0.0,15.0,0.0,0.0,50.0,13.4,265.0
1.7,0.0,0.0,35.0,0.0,16.0,84.0,14.1,264.0
2.2,0.0,0.0,38.0,0.0,31.0,64.0,13.8,261.0
2.8,0.0,0.0,12.0,0.0,2.0,35.0,12.1,253.0
3.5,0.0,0.0,20.0,0.0,13.0,39.0,8.7,228.0
2.3,0.0,0.0,11.0,0.0,5.0,25.0,7.3,213.0
1.0,0.0,0.0,11.0,0.0,7.0,22.0,9.5,217.0
0.2,0.0,0.0,7.0,0.0,0.0,23.0,10.7,222.0
-0.6,0.0,0.0,5.0,0.0,0.0,16.0,10.9,226.0
-0.8,0.0,0.0,5.0,0.0,0.0,15.0,10.8,233.0
-1.0,0.0,0.0,1.0,0.0,0.0,2.0,10.9,236.0
-0.9,0.0,0.0,3.0,0.0,0.0,11.0,11.6,240.0
-0.7,0.0,0.0,7.0,0.0,0.0,23.0,12.4,234.0
-0.2,0.0,0.0,4.0,0.0,0.0,14.0,13.3,232.0
-0.4,0.0,0.0,0.0,0.0,0.0,1.0,13.9,233.0
-0.3,0.0,0.0,6.0,0.0,3.0,14.0,14.6,237.0
0.2,0.0,0.0,25.0,0.0,0.0,82.0,15.1,237.0
0.3,0.0,0.0,27.0,0.0,0.0,91.0,14.2,234.0
0.5,0.0,0.0,25.0,0.0,0.0,84.0,15.7,233.0
1.0,0.0,0.0,29.0,0.0,7.0,84.0,16.7,237.0
1.4,0.0,0.0,15.0,0.0,0.0,50.0,17.2,241.0
3.1,0.0,0.0,5.0,0.0,0.0,17.0,16.0,247.0
6.0,0.0,0.0,4.0,0.0,0.0,13.0,15.3,246.0
7.3,0.0,0.0,1.0,0.0,0.0,4.0,16.3,248.0
8.3,0.0,0.0,0.0,0.0,0.0,0.0,16.2,249.0
8.5,0.0,0.0,0.0,0.0,0.0,0.0,15.4,254.0
8.7,0.0,0.0,2.0,0.0,0.0,7.0,13.6,259.0
8.3,0.0,0.0,8.0,0.0,0.0,25.0,11.2,255.0
8.3,0.0,0.0,12.0,0.0,0.0,41.0,11.2,255.0
7.2,0.0,0.0,8.0,0.0,0.0,28.0,11.4,259.0
6.8,0.0,0.0,5.0,0.0,0.0,18.0,12.0,263.0
5.9,0.0,0.0,2.0,0.0,0.0,8.0,12.2,270.0
5.0,0.0,0.0,13.0,0.0,0.0,43.0,11.6,275.0
4.1,0.0,0.0,15.0,0.0,0.0,51.0,10.9,279.0
2.3,0.0,0.0,1.0,0.0,0.0,4.0,9.4,274.0
1.8,0.0,0.0,5.0,0.0,0.0,18.0,9.0,270.0
1.2,0.0,0.0,11.0,0.0,0.0,36.0,8.6,268.0
1.5,0.0,0.0,5.0,0.0,0.0,17.0,8.6,270.0
1.0,0.0,0.0,9.0,0.0,0.0,30.0,8.4,280.0
1.0,0.0,0.0,3.0,0.0,0.0,11.0,7.8,283.0
0.8,0.0,0.0,10.0,0.0,0.0,33.0,7.0,282.0
-0.7,0.0,0.0,14.0,0.0,4.0,37.0,7.6,273.0
-1.0,0.0,0.0,19.0,0.0,0.0,64.0,7.2,276.0
-0.6,0.0,0.0,20.0,0.0,0.0,65.0,6.8,288.0
-0.8,0.0,0.0,11.0,0.0,0.0,37.0,5.9,284.0
0.6,0.0,0.0,21.0,0.0,0.0,69.0,5.4,290.0
4.3,0.0,0.0,24.0,0.0,0.0,80.0,5.0,300.0
5.8,0.0,0.0,24.0,0.0,0.0,81.0,6.1,315.0
5.9,0.0,0.0,26.0,0.0,0.0,87.0,5.1,315.0
7.1,0.0,0.0,30.0,3.0,1.0,88.0,4.2,290.0
7.7,0.0,0.0,57.0,27.0,11.0,88.0,4.0,270.0
7.5,0.0,0.0,95.0,56.0,29.0,89.0,5.6,255.0
10.3,0.0,0.0,100.0,85.0,38.0,88.0,7.8,214.0
6.1,0.0,0.0,100.0,96.0,48.0,52.0,5.5,203.0
5.0,0.0,0.0,100.0,100.0,54.0,45.0,7.6,199.0
4.4,0.0,0.0,100.0,96.0,76.0,72.0,7.3,191.0
4.2,0.0,0.0,100.0,100.0,100.0,83.0,7.6,199.0
4.2,0.0,0.0,100.0,100.0,97.0,97.0,8.3,198.0
4.3,0.0,0.0,100.0,100.0,94.0,97.0,8.3,178.0
5.1,0.0,0.0,100.0,100.0,93.0,96.0,7.8,167.0
5.4,0.0,0.0,100.0,100.0,95.0,87.0,7.7,143.0
4.4,0.0,0.0,100.0,100.0,100.0,68.0,7.9,141.0
3.9,0.1,0.1,100.0,100.0,100.0,12.0,8.1,148.0
3.4,0.0,0.0,100.0,100.0,100.0,99.0,7.6,155.0
3.0,0.0,0.0,100.0,99.0,97.0,98.0,7.8,158.0
3.9,0.0,0.0,100.0,98.0,81.0,100.0,7.0,159.0
3.5,0.0,0.0,83.0,32.0,43.0,95.0,5.6,153.0
5.1,0.0,0.0,63.0,13.0,37.0,98.0,1.9,22.0
5.0,0.0,0.0,93.0,33.0,55.0,100.0,2.5,8.0
5.4,0.0,0.0,93.0,35.0,53.0,100.0,4.1,52.0
5.9,0.0,0.0,84.0,37.0,35.0,99.0,3.8,49.0
6.7,0.0,0.0,64.0,24.0,20.0,100.0,3.8,41.0
7.4,0.0,0.0,69.0,19.0,36.0,100.0,4.2,59.0
7.8,0.0,0.0,81.0,17.0,60.0,100.0,4.7,86.0
7.9,0.0,0.0,100.0,24.0,87.0,96.0,5.4,90.0
7.3,0.2,0.2,100.0,22.0,93.0,80.0,7.2,87.0
5.9,0.2,0.2,100.0,25.0,87.0,83.0,9.1,83.0
7.2,0.1,0.1,100.0,51.0,82.0,99.0,9.6,70.0
6.4,0.0,0.0,100.0,59.0,63.0,99.0,10.2,72.0
6.0,0.0,0.0,100.0,55.0,35.0,98.0,11.5,76.0
5.5,0.0,0.0,80.0,55.0,2.0,99.0,11.9,76.0
5.0,0.0,0.0,78.0,54.0,0.0,98.0,11.4,79.0
4.6,0.0,0.0,76.0,51.0,2.0,96.0,11.7,79.0
4.2,0.0,0.0,59.0,36.0,1.0,86.0,8.8,78.0
3.9,0.0,0.0,58.0,21.0,24.0,82.0,8.0,85.0
4.9,0.0,0.0,52.0,9.0,28.0,90.0,9.5,101.0
6.0,0.0,0.0,37.0,12.0,25.0,37.0,8.4,130.0
5.9,0.0,0.0,38.0,13.0,28.0,30.0,8.6,147.0
5.9,0.0,0.0,47.0,11.0,32.0,60.0,9.3,152.0
7.2,0.2,0.2,100.0,67.0,68.0,99.0,8.3,146.0
7.1,1.3,1.3,100.0,40.0,60.0,100.0,9.9,147.0
7.2,1.7,1.7,100.0,100.0,87.0,92.0,12.9,157.0
7.8,1.8,1.8,100.0,95.0,95.0,90.0,18.7,181.0
9.0,1.1,1.1,100.0,61.0,79.0,67.0,21.4,188.0
10.5,0.9,0.9,71.0,25.0,79.0,5.0,23.1,182.0
12.0,1.6,1.6,79.0,54.0,36.0,30.0,26.1,186.0
12.2,0.8,0.8,100.0,42.0,88.0,92.0,21.9,194.0
12.8,0.0,0.0,100.0,37.0,95.0,97.0,17.3,211.0
13.6,1.0,1.0,92.0,62.0,58.0,6.0,13.5,226.0
13.9,0.1,0.1,96.0,68.0,53.0,11.0,13.0,264.0
13.1,0.0,0.0,58.0,40.0,30.0,14.0,10.4,284.0
10.9,0.0,0.0,65.0,6.0,99.0,2.0,11.3,277.0
10.3,0.0,0.0,62.0,15.0,80.0,0.0,15.2,277.0
9.5,0.0,0.0,2.0,0.0,4.0,0.0,12.6,267.0
8.2,0.0,0.0,0.0,0.0,0.0,0.0,15.0,260.0
7.1,0.0,0.0,0.0,0.0,0.0,0.0,17.7,272.0
6.1,0.0,0.0,0.0,0.0,0.0,0.0,15.5,273.0
5.9,0.0,0.0,0.0,0.0,0.0,0.0,14.2,263.0
5.4,0.0,0.0,0.0,0.0,0.0,0.0,13.4,256.0
4.7,0.0,0.0,0.0,0.0,0.0,0.0,12.6,250.0
4.2,0.0,0.0,0.0,0.0,0.0,0.0,13.4,243.0
3.7,0.0,0.0,1.0,1.0,0.0,0.0,14.7,245.0
3.8,0.0,0.0,0.0,0.0,0.0,0.0,15.3,251.0
4.0,0.0,0.0,77.0,86.0,0.0,0.0,13.0,251.0
4.1,0.0,0.0,57.0,63.0,1.0,0.0,12.4,253.0
4.2,0.0,0.0,71.0,72.0,10.0,0.0,13.3,268.0
4.1,0.0,0.0,29.0,31.0,2.0,0.0,13.8,285.0
4.4,0.0,0.0,4.0,4.0,1.0,0.0,14.8,296.0
4.2,0.0,0.0,0.0,0.0,0.0,0.0,19.4,301.0
4.2,0.0,0.0,0.0,0.0,0.0,0.0,19.8,303.0
4.5,0.0,0.0,2.0,2.0,0.0,0.0,20.0,304.0
4.1,0.0,0.0,1.0,1.0,0.0,0.0,20.4,302.0
4.0,0.0,0.0,0.0,0.0,0.0,0.0,20.7,301.0
3.5,0.0,0.0,0.0,0.0,0.0,0.0,20.2,301.0
2.9,0.0,0.0,2.0,2.0,0.0,0.0,17.3,301.0
1.3,0.0,0.0,5.0,6.0,0.0,0.0,13.4,301.0
0.3,0.0,0.0,2.0,2.0,0.0,0.0,12.7,305.0
-0.4,0.0,0.0,0.0,0.0,0.0,0.0,13.3,311.0
-0.8,0.0,0.0,0.0,0.0,0.0,0.0,12.7,315.0
-1.4,0.0,0.0,0.0,0.0,0.0,0.0,11.5,314.0
-2.2,0.0,0.0,0.0,0.0,0.0,0.0,10.2,315.0
-2.5,0.0,0.0,0.0,0.0,0.0,0.0,9.4,313.0
-2.7,0.0,0.0,1.0,0.0,1.0,0.0,10.8,323.0
-3.3,0.0,0.0,5.0,0.0,8.0,1.0,12.6,329.0
-3.6,0.0,0.0,41.0,0.0,49.0,39.0,12.7,325.0
-3.9,0.0,0.0,62.0,0.0,75.0,56.0,12.3,322.0
-4.3,0.0,0.0,63.0,0.0,86.0,39.0,12.0,319.0
-4.9,0.0,0.0,1.0,0.0,1.0,0.0,15.5,318.0
-4.9,0.0,0.0,2.0,0.0,3.0,0.0,15.0,314.0
-4.8,0.0,0.0,59.0,0.0,76.0,43.0,14.0,314.0
-4.4,0.0,0.0,70.0,0.0,91.0,51.0,14.8,311.0
-3.4,0.0,0.0,1.0,0.0,1.0,0.0,19.9,315.0
-1.9,0.0,0.0,0.0,0.0,0.0,0.0,20.4,318.0
-1.4,0.0,0.0,0.0,0.0,0.0,0.0,20.2,319.0
-0.7,0.0,0.0,0.0,0.0,0.0,0.0,19.9,318.0
0.2,0.0,0.0,0.0,0.0,0.0,0.0,19.1,317.0
0.6,0.0,0.0,0.0,0.0,0.0,0.0,17.8,315.0
0.9,0.0,0.0,0.0,0.0,0.0,0.0,16.5,314.0
0.7,0.0,0.0,0.0,0.0,0.0,0.0,11.8,308.0
-0.3,0.0,0.0,0.0,0.0,0.0,0.0,7.4,299.0
-1.2,0.0,0.0,0.0,0.0,0.0,0.0,7.1,300.0
-1.8,0.0,0.0,0.0,0.0,0.0,0.0,7.7,311.0
-2.3,0.0,0.0,0.0,0.0,0.0,0.0,7.1,319.0
-2.8,0.0,0.0,0.0,0.0,0.0,0.0,7.6,329.0
-3.6,0.0,0.0,0.0,0.0,0.0,0.0,6.8,342.0
-3.7,0.0,0.0,0.0,0.0,0.0,0.0,6.9,354.0
-3.6,0.0,0.0,1.0,0.0,1.0,0.0,6.8,342.0
-3.6,0.0,0.0,6.0,0.0,10.0,0.0,6.1,315.0
-3.4,0.0,0.0,3.0,0.0,5.0,0.0,5.9,308.0
-3.6,0.0,0.0,0.0,0.0,0.0,0.0,5.2,304.0
-3.9,0.0,0.0,0.0,0.0,0.0,0.0,4.5,284.0
-5.8,0.0,0.0,0.0,0.0,0.0,0.0,4.8,312.0
-5.3,0.0,0.0,0.0,0.0,0.0,0.0,5.2,326.0
-5.5,0.0,0.0,0.0,0.0,0.0,0.0,3.1,315.0
-5.3,0.0,0.0,0.0,0.0,0.0,0.0,1.3,326.0
-3.3,0.0,0.0,0.0,0.0,0.0,0.0,2.2,9.0
-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,56.0
-0.1,0.0,0.0,0.0,0.0,0.0,0.0,1.8,191.0
0.5,0.0,0.0,0.0,0.0,0.0,0.0,4.1,195.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7,198.0
1.4,0.0,0.0,0.0,0.0,0.0,0.0,7.5,197.0
1.7,0.0,0.0,0.0,0.0,0.0,0.0,8.4,187.0
2.2,0.0,0.0,0.0,0.0,0.0,0.0,8.6,165.0
1.5,0.0,0.0,1.0,0.0,0.0,3.0,8.2,142.0
0.2,0.0,0.0,0.0,0.0,0.0,0.0,10.8,150.0
-0.2,0.0,0.0,0.0,0.0,0.0,0.0,10.7,160.0
-0.3,0.0,0.0,2.0,0.0,0.0,6.0,10.3,168.0
-0.7,0.0,0.0,6.0,0.0,0.0,21.0,10.5,176.0
-1.3,0.0,0.0,1.0,0.0,0.0,3.0,9.7,184.0
-1.3,0.0,0.0,3.0,0.0,0.0,10.0,9.6,193.0
-1.5,0.0,0.0,3.0,0.0,0.0,9.0,9.7,195.0
-1.4,0.0,0.0,0.0,0.0,0.0,0.0,8.6,195.0
-1.2,0.0,0.0,0.0,0.0,0.0,0.0,7.9,196.0
-1.4,0.0,0.0,0.0,0.0,0.0,0.0,8.2,195.0
-1.3,0.0,0.0,0.0,0.0,0.0,0.0,9.2,201.0
-2.3,0.0,0.0,0.0,0.0,0.0,0.0,9.3,208.0
-2.3,0.0,0.0,2.0,0.0,0.0,8.0,10.2,212.0
-2.2,0.0,0.0,0.0,0.0,0.0,0.0,10.4,214.0
-1.5,0.0,0.0,0.0,0.0,0.0,0.0,11.1,216.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,12.2,214.0
4.4,0.0,0.0,8.0,0.0,0.0,27.0,13.2,215.0
6.2,0.0,0.0,25.0,0.0,0.0,83.0,15.4,217.0
7.7,0.0,0.0,27.0,0.0,0.0,90.0,16.6,221.0
8.7,0.0,0.0,27.0,0.0,0.0,89.0,16.9,220.0
9.5,0.0,0.0,32.0,0.0,6.0,95.0,17.4,218.0
9.6,0.0,0.0,50.0,0.0,34.0,100.0,15.7,212.0
9.9,0.0,0.0,67.0,0.0,62.0,99.0,16.9,209.0
9.6,0.0,0.0,54.0,0.0,40.0,99.0,12.6,204.0
9.3,0.0,0.0,79.0,0.0,82.0,98.0,14.5,207.0
8.8,0.0,0.0,68.0,1.0,62.0,99.0,15.6,209.0
8.8,0.0,0.0,77.0,0.0,78.0,99.0,16.6,210.0
8.7,0.0,0.0,58.0,2.0,44.0,100.0,18.2,214.0
8.7,0.0,0.0,83.0,3.0,83.0,100.0,18.6,212.0
8.8,0.0,0.0,88.0,4.0,91.0,100.0,18.6,216.0
9.6,0.0,0.0,93.0,7.0,94.0,100.0,17.4,218.0
9.9,0.0,0.0,89.0,5.0,91.0,100.0,17.4,220.0
9.9,0.0,0.0,100.0,16.0,99.0,100.0,16.5,224.0
10.2,0.3,0.3,100.0,56.0,100.0,100.0,14.6,232.0
9.7,0.5,0.5,100.0,100.0,100.0,100.0,13.1,238.0
8.7,0.6,0.6,100.0,100.0,99.0,100.0,8.9,256.0
8.4,0.6,0.6,100.0,100.0,99.0,100.0,7.3,250.0
8.2,0.6,0.6,100.0,99.0,100.0,100.0,7.8,257.0
8.1,0.7,0.7,100.0,81.0,100.0,100.0,8.7,275.0
7.9,0.7,0.7,91.0,1.0,100.0,100.0,8.4,290.0
8.1,0.7,0.7,90.0,0.0,100.0,100.0,7.9,317.0
8.3,0.5,0.5,90.0,0.0,100.0,100.0,7.1,315.0
8.7,0.4,0.4,92.0,2.0,100.0,100.0,3.6,323.0
9.1,0.2,0.2,94.0,4.0,100.0,100.0,5.4,323.0
9.0,0.0,0.0,91.0,1.0,100.0,100.0,5.2,326.0
9.5,0.0,0.0,91.0,1.0,100.0,100.0,3.3,354.0
9.4,0.0,0.0,91.0,2.0,100.0,98.0,2.3,39.0
8.7,0.0,0.0,90.0,0.0,100.0,100.0,5.5,293.0
7.2,0.0,0.0,93.0,4.0,99.0,100.0,7.2,323.0
6.7,0.0,0.0,89.0,0.0,99.0,100.0,8.4,350.0
6.3,0.0,0.0,89.0,0.0,99.0,100.0,8.6,358.0
6.0,0.0,0.0,89.0,0.0,99.0,100.0,8.0,5.0
5.4,0.0,0.0,89.0,0.0,99.0,100.0,8.0,18.0
5.4,0.0,0.0,88.0,0.0,96.0,100.0,7.7,28.0
5.3,0.0,0.0,88.0,0.0,97.0,100.0,9.0,29.0
5.3,0.0,0.0,85.0,0.0,91.0,100.0,10.8,26.0
5.0,0.0,0.0,75.0,1.0,73.0,100.0,12.4,26.0
4.6,0.0,0.0,54.0,0.0,40.0,100.0,13.0,24.0
4.0,0.0,0.0,41.0,0.0,19.0,100.0,13.9,21.0
3.1,0.0,0.0,32.0,0.0,3.0,100.0,12.8,16.0
3.1,0.0,0.0,32.0,0.0,3.0,100.0,13.2,17.0
3.1,0.0,0.0,30.0,0.0,0.0,100.0,12.8,22.0
3.3,0.0,0.0,30.0,0.0,0.0,100.0,14.5,30.0
3.7,0.0,0.0,30.0,0.0,0.0,100.0,13.7,27.0
4.4,0.0,0.0,30.0,0.0,0.0,99.0,15.7,37.0
4.8,0.0,0.0,18.0,1.0,4.0,49.0,16.6,42.0
5.8,0.0,0.0,23.0,2.0,36.0,0.0,17.6,46.0
5.6,0.0,0.0,77.0,20.0,98.0,0.0,18.2,56.0
5.8,0.0,0.0,100.0,63.0,100.0,0.0,18.8,58.0
5.6,0.0,0.0,100.0,65.0,100.0,55.0,15.0,55.0
5.1,0.1,0.1,100.0,46.0,100.0,56.0,13.0,56.0
4.9,0.1,0.1,81.0,4.0,100.0,58.0,7.5,55.0
4.8,0.0,0.0,59.0,0.0,93.0,12.0,9.9,57.0
4.1,0.0,0.0,59.0,0.0,98.0,0.0,12.7,55.0
3.6,0.1,0.1,63.0,0.0,100.0,10.0,14.0,48.0
3.2,0.1,0.0,69.0,0.0,100.0,29.0,13.5,44.0
2.6,0.0,0.0,72.0,0.0,100.0,39.0,13.0,44.0
2.3,0.1,0.0,76.0,3.0,100.0,45.0,14.0,42.0
1.6,0.1,0.0,82.0,11.0,100.0,41.0,11.9,29.0
0.7,0.1,0.0,91.0,21.0,100.0,41.0,11.0,23.0
0.4,0.3,0.0,76.0,0.0,100.0,53.0,11.4,24.0
0.3,0.3,0.0,71.0,0.0,100.0,38.0,10.3,12.0
-0.1,0.2,0.0,74.0,0.0,100.0,48.0,9.4,7.0
-0.8,0.2,0.0,78.0,0.0,100.0,60.0,5.5,349.0
-1.0,0.1,0.0,75.0,0.0,99.0,52.0,5.1,356.0
-1.3,0.0,0.0,83.0,0.0,100.0,77.0,5.1,8.0
-0.9,0.0,0.0,87.0,0.0,99.0,91.0,6.5,6.0
-0.4,0.0,0.0,86.0,6.0,94.0,82.0,8.3,360.0
-0.1,0.0,0.0,100.0,40.0,98.0,87.0,9.2,349.0
0.3,0.0,0.0,100.0,90.0,98.0,90.0,10.0,334.0
0.9,0.0,0.0,100.0,95.0,98.0,90.0,10.0,319.0
1.3,0.0,0.0,100.0,98.0,98.0,94.0,10.9,304.0
1.6,0.1,0.0,100.0,95.0,99.0,94.0,12.3,302.0
1.5,0.0,0.0,100.0,70.0,95.0,41.0,15.1,310.0
1.0,0.0,0.0,77.0,16.0,95.0,20.0,17.3,313.0
0.1,0.0,0.0,96.0,34.0,98.0,21.0,16.9,308.0
-0.8,0.0,0.0,92.0,34.0,97.0,12.0,20.2,309.0
-1.3,0.0,0.0,71.0,16.0,95.0,0.0,21.2,312.0
-1.9,0.0,0.0,54.0,2.0,87.0,0.0,20.6,313.0
-2.5,0.0,0.0,42.0,0.0,70.0,0.0,21.4,315.0
-3.4,0.0,0.0,4.0,0.0,6.0,0.0,20.4,315.0
-4.1,0.0,0.0,0.0,0.0,0.0,0.0,20.4,315.0
-4.3,0.0,0.0,0.0,0.0,0.0,0.0,20.6,314.0
-5.1,0.0,0.0,0.0,0.0,0.0,0.0,19.3,315.0
-5.4,0.0,0.0,0.0,0.0,0.0,0.0,17.9,310.0
-6.1,0.0,0.0,0.0,0.0,0.0,0.0,17.3,306.0
-6.2,0.0,0.0,0.0,0.0,0.0,0.0,16.2,302.0
-7.7,0.0,0.0,0.0,0.0,0.0,0.0,14.9,302.0
-7.8,0.0,0.0,0.0,0.0,0.0,0.0,15.6,296.0
-7.8,0.0,0.0,0.0,0.0,0.0,0.0,15.6,296.0
-7.4,0.0,0.0,0.0,0.0,0.0,0.0,15.2,301.0
-6.5,0.0,0.0,1.0,0.0,0.0,4.0,11.2,310.0
-4.9,0.0,0.0,4.0,0.0,0.0,12.0,9.2,301.0
-3.8,0.0,0.0,23.0,0.0,1.0,75.0,9.9,280.0
-2.8,0.0,0.0,15.0,0.0,0.0,50.0,8.0,252.0
-2.1,0.0,0.0,10.0,0.0,0.0,34.0,10.3,234.0
-1.5,0.0,0.0,7.0,0.0,0.0,22.0,10.8,217.0
-0.9,0.0,0.0,11.0,0.0,19.0,0.0,11.8,207.0
-0.7,0.0,0.0,83.0,0.0,95.0,88.0,12.3,201.0
-1.0,0.0,0.0,86.0,0.0,97.0,93.0,8.7,185.0
-1.4,0.0,0.0,29.0,0.0,6.0,86.0,10.5,176.0
-1.5,0.0,0.0,17.0,0.0,0.0,57.0,13.0,185.0
-1.7,0.0,0.0,58.0,0.0,63.0,66.0,16.4,195.0
-1.6,0.0,0.0,65.0,0.0,61.0,96.0,16.6,207.0
-1.1,0.0,0.0,83.0,0.0,88.0,99.0,14.8,214.0
